subject,relabeled,re_repetition,Channel 1_IAV,Channel 10_IAV,Channel 2_IAV,Channel 3_IAV,Channel 4_IAV,Channel 5_IAV,Channel 6_IAV,Channel 7_IAV,Channel 8_IAV,Channel 9_IAV,Channel 1_MAV,Channel 10_MAV,Channel 2_MAV,Channel 3_MAV,Channel 4_MAV,Channel 5_MAV,Channel 6_MAV,Channel 7_MAV,Channel 8_MAV,Channel 9_MAV,Channel 1_MAVS,Channel 10_MAVS,Channel 2_MAVS,Channel 3_MAVS,Channel 4_MAVS,Channel 5_MAVS,Channel 6_MAVS,Channel 7_MAVS,Channel 8_MAVS,Channel 9_MAVS,Channel 1_RMS,Channel 10_RMS,Channel 2_RMS,Channel 3_RMS,Channel 4_RMS,Channel 5_RMS,Channel 6_RMS,Channel 7_RMS,Channel 8_RMS,Channel 9_RMS,Channel 1_mDWT,Channel 10_mDWT,Channel 2_mDWT,Channel 3_mDWT,Channel 4_mDWT,Channel 5_mDWT,Channel 6_mDWT,Channel 7_mDWT,Channel 8_mDWT,Channel 9_mDWT,Channel 1_window_number,Channel 10_window_number,Channel 2_window_number,Channel 3_window_number,Channel 4_window_number,Channel 5_window_number,Channel 6_window_number,Channel 7_window_number,Channel 8_window_number,Channel 9_window_number
s1,0,1,0.019001929458746722,0.003297595373086805,0.0032033993570962163,0.01289038712191274,0.00672535694342348,0.009641431281587481,0.013265266680427719,0.03548502443720351,0.027381870925094372,0.007915487550628729,0.019001929458746736,0.003297595373086805,0.0032033993570962233,0.012890387121912747,0.00672535694342348,0.009641431281587474,0.013265266680427712,0.035485024437203506,0.02738187092509438,0.007915487550628729,0.030543461712748448,0.016826468142695457,0.0056374234345571254,0.014903928770170355,0.01636939033319255,0.013207119032960731,0.014525565530212777,0.017329023601440514,0.025399606673279576,0.007929949627817531,0.01898948642024738,0.0033231919853282943,0.0032530566856242907,0.012880404383096386,0.006717483569641455,0.009691993766369776,0.01325318639233189,0.03544654734783724,0.027411024929358714,0.007919699932142213,0.018963613249906655,0.0032824050343359737,0.003211195307859828,0.012883629598290099,0.006713498901691664,0.0096834771970657,0.013294424516436254,0.03537687288335935,0.027416411393929307,0.007950571846588261,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986,0.9191651278391986
s1,0,2,0.029888917834496,0.018488437107268184,0.01010581835141431,0.017796190752517607,0.010114408449585874,0.013073599827950602,0.01591675476764043,0.04113895052561575,0.035667608078598666,0.007113293512296608,0.029888917834496015,0.018488437107268184,0.010105818351414324,0.017796190752517614,0.010114408449585874,0.013073599827950602,0.01591675476764043,0.04113895052561576,0.03566760807859867,0.0071132935122966146,0.04772115777113917,0.03635632512243832,0.01285255241812486,0.020875705499165294,0.025220038948398117,0.018305166750681716,0.0185245079917786,0.022025089526959148,0.0304775311959843,0.00981333978660679,0.03003136495338668,0.018624464160400832,0.010204977902041432,0.017847321642208827,0.010155669112858853,0.013149148662426835,0.015916725531951538,0.04116678709878707,0.03574418470609512,0.007144552469421105,0.02999638344410613,0.018574159038858312,0.010195665765472976,0.017851033361318325,0.010177947441193672,0.013176796613395443,0.015983298444717645,0.041112463969173244,0.03574970764719626,0.0071614334556026615,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516,0.6556875678562516
s1,0,3,0.017141042324890915,0.004255151402937522,0.0006580044468659646,0.016350075571465957,0.005661602649025668,0.009120783815889405,0.008850643562934246,0.034441154260567444,0.029100972479660765,0.003761432188644949,0.01714104232489093,0.004255151402937529,0.0006580044468659715,0.01635007557146597,0.005661602649025668,0.009120783815889405,0.00885064356293424,0.03444115426056745,0.029100972479660744,0.003761432188644949,0.027151328244101592,0.011995143746947011,0.0032255714814227003,0.015088242225490434,0.016881764332862308,0.012918017741184687,0.014140244802086935,0.0159413735728295,0.022389393158459368,0.007398381617644358,0.01713220644871538,0.00419694584724091,0.0006880154267802502,0.016333427087866538,0.005654581613205659,0.009163345645914395,0.008858162367477142,0.03442335133063233,0.02912935609438109,0.00378556543625351,0.01717334536309989,0.004256676136392981,0.0006953997403867304,0.016347600492957325,0.005661865347253894,0.009151560531234178,0.008876619541452462,0.034364767113797434,0.02916805324738042,0.0037836232702029918,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716,0.6529345078380716
s1,0,4,0.01781199300993669,0.0012693517698831938,0.0006357367450684631,0.01470247045541264,0.003933182301917859,0.008365045991774532,0.008116378128520493,0.030966521149262072,0.023664183710243793,0.0032596252318471963,0.017811993009936716,0.0012693517698832008,0.0006357367450684631,0.014702470455412647,0.003933182301917873,0.008365045991774532,0.008116378128520486,0.03096652114926208,0.0236641837102438,0.0032596252318472033,0.030663635042267556,0.01355022969104222,0.0030587295070698753,0.014994958559244088,0.017107747107458892,0.01524595129521256,0.015501538420424323,0.01613049618501519,0.021968793106645373,0.00950265952416778,0.017867260105012647,0.0012684822662749756,0.000675202665991366,0.014730659540781746,0.003941136912005344,0.008450978726752115,0.00815340487939794,0.030962530218133194,0.023705486848414996,0.003338543414928806,0.01780833504817321,0.001240428265621013,0.000643772639772118,0.014697454714878877,0.003921333373220065,0.008401745986786315,0.008132005364819499,0.030875101834549126,0.02370749028262857,0.003272927227140697,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124,0.6583383599458124
s1,0,5,0.01773295295332905,0.004194467511728105,0.001822501797879142,0.014492269120944187,0.005421162564611184,0.010035884103247641,0.014006148053319088,0.031886534500572036,0.022598003192240708,0.00830992171245129,0.01773295295332905,0.004194467511728105,0.0018225017978791488,0.014492269120944194,0.005421162564611184,0.010035884103247641,0.014006148053319088,0.03188653450057203,0.0225980031922407,0.00830992171245129,0.03483379900620591,0.016067541946708362,0.004873470131100097,0.013884544647053566,0.0198718731570613,0.015989714748016682,0.019425327081711043,0.01718938673893688,0.02271918262430736,0.013006599453014876,0.01780089342199405,0.004213116531429466,0.0018836810812144916,0.014488699316725105,0.005456766158651538,0.010142569445183519,0.014110923817204933,0.031898749251384306,0.02266472354375993,0.008439564526927332,0.01774805928464833,0.004186653098633197,0.0018367456779107352,0.014489066210239036,0.005416573864937643,0.010081447097623396,0.014044848584169281,0.031808559715732876,0.022662102027708506,0.00836344000019354,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799,0.6750783946527799
s1,0,6,0.012571373394620722,0.0,0.0,0.014076114299230807,0.003333226795748337,0.00968649085184168,0.011511496238661642,0.031465552646119666,0.01992764018995368,0.005627490663803095,0.012571373394620722,0.0,0.0,0.014076114299230807,0.003333226795748323,0.009686490851841673,0.011511496238661628,0.03146555264611966,0.019927640189953688,0.005627490663803102,0.024460733049351254,0.009315549783380145,0.0,0.01168501306910534,0.013238661274702461,0.012582615106613508,0.013897323634018317,0.014862831739968663,0.01772415908970004,0.0064394601532005,0.012577128460814366,0.0,0.0,0.014043918190494907,0.0033287294618848523,0.009742896145848778,0.011524423643111605,0.031455837139337736,0.019955431351697882,0.005680769344245294,0.01257940235139371,0.0,0.0,0.014047136096949055,0.0033225070180765703,0.009738608976839196,0.011556660145120613,0.031387209895732626,0.01998702426824142,0.005661091924320245,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842,0.6642641039330842
s1,22,1,0.3547958348918327,0.39595472929793474,0.30177951053983487,0.22104902903403897,0.2805579251440357,0.3321969339738444,0.23586721136044086,0.16140197547661828,0.17926127371448994,0.11557129099759547,0.35479583489183264,0.39595472929793485,0.30177951053983487,0.221049029034039,0.2805579251440357,0.3321969339738445,0.23586721136044098,0.1614019754766183,0.17926127371449002,0.1155712909975955,0.38288790708521153,0.37831823017533184,0.0842683393743222,0.09368102475728673,0.27406781176448286,0.3492180632935541,0.13776539478118002,0.06412936047091285,0.054760472026374074,0.05615809187017102,0.35483360378583473,0.395941884570821,0.300768659015894,0.22051979161981833,0.2804719640435799,0.3322220899385831,0.23515988468360952,0.1611033787133731,0.17897555899989054,0.11522360915326713,0.35345425094365385,0.3950817955135643,0.30120007682502126,0.22056899551342818,0.2797527390283025,0.33248964439565465,0.2357088392074928,0.16057019727292926,0.17840228022237214,0.11532116018120492,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608
s1,22,2,0.40073645912923267,0.3336449866854839,0.28011592563518295,0.22683142350136362,0.2667491775713641,0.37164110565293434,0.2544261054235709,0.18951270886127647,0.2185934865445942,0.12692190579889973,0.40073645912923256,0.3336449866854839,0.28011592563518295,0.22683142350136365,0.2667491775713641,0.3716411056529344,0.25442610542357097,0.18951270886127652,0.2185934865445942,0.12692190579889975,0.30956897859121635,0.30216882154682145,0.10521151755229007,0.10191754624472388,0.25560965538266184,0.25121395622116943,0.1212629042245849,0.07691785374535097,0.12048386897980895,0.05246119331252275,0.40056446041720406,0.3336655883081696,0.27932652927125057,0.2263603952834078,0.2666573743760924,0.3712209541516459,0.2535766420146434,0.1891592725524881,0.21834560501657385,0.12651583496875005,0.4003273573939078,0.33401797671361827,0.2802683293180142,0.22688688024393744,0.2668722378420274,0.3728067943905774,0.25468885277373193,0.18900564644765389,0.21797460008316488,0.12685773432399347,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608
s1,22,3,0.3876166074060725,0.3171044856540637,0.26320669068509606,0.19409408385491728,0.18922071972608862,0.24745982921910287,0.17743262285354536,0.15753879999918613,0.1678203501327211,0.08972562577782947,0.38761660740607246,0.3171044856540638,0.26320669068509606,0.19409408385491728,0.18922071972608856,0.24745982921910287,0.17743262285354544,0.15753879999918613,0.16782035013272115,0.0897256257778295,0.40255612166909915,0.3386244260066986,0.13796164560294977,0.1153004786789979,0.19653282531667274,0.22037847746719855,0.10191586302760754,0.06502106351695355,0.11369062241116265,0.055647730153475745,0.38758942278311614,0.31716442904343595,0.26248225515957935,0.19371649641714841,0.18916771198120372,0.24729488594004068,0.17687548167237138,0.15724072359981212,0.16764591503590823,0.089482216277947,0.3867622303395861,0.31672530762637613,0.2629867657569771,0.19391125930916675,0.18901082449780932,0.24815734230656092,0.1777201012634037,0.15720313501723943,0.1672667706265859,0.08979439221800092,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792
s1,22,4,0.32082194497967503,0.2747418276948159,0.2380058511147168,0.159073641050708,0.17183624966192879,0.21815490593870057,0.15540084354264946,0.14700978006200688,0.14616304173214142,0.07624102850687925,0.32082194497967503,0.27474182769481603,0.23800585111471675,0.15907364105070804,0.17183624966192884,0.21815490593870063,0.1554008435426495,0.1470097800620069,0.14616304173214142,0.07624102850687925,0.3159356971729229,0.3298606608840071,0.12659907197572878,0.09135305431880389,0.1576104296630749,0.24992841222857903,0.1021233207114324,0.0589656592261807,0.07872329903648848,0.049882687310964915,0.3207182598629643,0.2749014667981907,0.2374107177501193,0.15876233300026743,0.1717317711520058,0.21824883535285078,0.15495716515990154,0.14672659528764287,0.14597936523963792,0.07604503082360697,0.32039057085067574,0.27453219549931623,0.2377866179295566,0.1589722268442214,0.1717236286920294,0.21869112518058229,0.155436967228067,0.1465266627857585,0.14573612579048573,0.07624105271262632,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792
