subject,relabeled,re_repetition,Channel 1_IAV,Channel 10_IAV,Channel 11_IAV,Channel 12_IAV,Channel 2_IAV,Channel 3_IAV,Channel 4_IAV,Channel 5_IAV,Channel 6_IAV,Channel 7_IAV,Channel 8_IAV,Channel 9_IAV,Channel 1_MAV,Channel 10_MAV,Channel 11_MAV,Channel 12_MAV,Channel 2_MAV,Channel 3_MAV,Channel 4_MAV,Channel 5_MAV,Channel 6_MAV,Channel 7_MAV,Channel 8_MAV,Channel 9_MAV,Channel 1_MAVS,Channel 10_MAVS,Channel 11_MAVS,Channel 12_MAVS,Channel 2_MAVS,Channel 3_MAVS,Channel 4_MAVS,Channel 5_MAVS,Channel 6_MAVS,Channel 7_MAVS,Channel 8_MAVS,Channel 9_MAVS,Channel 1_RMS,Channel 10_RMS,Channel 11_RMS,Channel 12_RMS,Channel 2_RMS,Channel 3_RMS,Channel 4_RMS,Channel 5_RMS,Channel 6_RMS,Channel 7_RMS,Channel 8_RMS,Channel 9_RMS,Channel 1_mDWT,Channel 10_mDWT,Channel 11_mDWT,Channel 12_mDWT,Channel 2_mDWT,Channel 3_mDWT,Channel 4_mDWT,Channel 5_mDWT,Channel 6_mDWT,Channel 7_mDWT,Channel 8_mDWT,Channel 9_mDWT,Channel 1_window_number,Channel 10_window_number,Channel 11_window_number,Channel 12_window_number,Channel 2_window_number,Channel 3_window_number,Channel 4_window_number,Channel 5_window_number,Channel 6_window_number,Channel 7_window_number,Channel 8_window_number,Channel 9_window_number
s1,0,1,94.9630416111201,49.83539244060544,91.12348842522034,453.0159295805709,51.005309998225904,108.30097965524544,156.36325072693649,81.38425155603821,96.26647871063533,153.11064535168293,125.55787628960385,79.26567547413633,0.23740760402780026,0.12458848110151359,0.22780872106305086,1.1325398239514273,0.12751327499556478,0.27075244913811364,0.39090812681734116,0.2034606288900955,0.24066619677658832,0.38277661337920726,0.31389469072400966,0.1981641886853408,6.454635246598048e-05,5.6843165522936914e-05,0.00010145544735210483,0.00013179690136907614,5.354608199941709e-05,6.343896903245648e-05,4.838636759698823e-05,4.516257209007667e-05,5.445766878319427e-05,6.553791505768302e-05,7.290808610578598e-05,3.938525812670433e-05,0.23784031504408584,0.1253239379913405,0.22928306929457165,1.1328833740618964,0.12814300771933546,0.27118505466428944,0.39114610061081634,0.20385589770650941,0.2410681201417785,0.38302167072730414,0.3142948666337934,0.1984308528115591,29.4469005582472,15.460976344727232,28.291055612408815,140.46012899427578,15.823386016927527,33.59399333808984,48.481006995804556,25.24104228839322,29.85997662330178,47.472914755359554,38.93806824800267,24.59032854346224,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456,278.74689100219456
s1,0,2,107.06997562440625,67.03607015736414,103.29582339304655,436.2426995466429,60.633307458783314,118.1092337845512,162.57113770569288,86.93066732639764,100.81598301260765,163.8284093151434,140.1035224269278,77.6809888588452,0.26767493906101564,0.1675901753934103,0.25823955848261637,1.0906067488666074,0.1515832686469583,0.295273084461378,0.4064278442642322,0.2173266683159941,0.25203995753151914,0.4095710232878585,0.3502588060673195,0.194202472147113,8.492558018740038e-05,7.829715078436472e-05,0.0001331614665504575,0.00012753762394838815,6.847630801163032e-05,8.166360202277524e-05,6.705830525645384e-05,5.637221362917164e-05,6.663296280418594e-05,7.913076987137167e-05,8.40731762557494e-05,4.51304797639171e-05,0.26858465465480025,0.16867300949094358,0.26037823402616306,1.0910877300158315,0.1524683936948292,0.296079093696209,0.4069164216833092,0.21786039402586993,0.2525415936102185,0.4101956453579678,0.3509408584796489,0.19458885497282913,33.249643762100675,20.827149403730928,32.11840361590404,135.2883309616332,18.84413647456755,36.67245681617359,50.448516093422555,26.986594051855572,31.289408535037435,50.84159115213643,43.477477403188644,24.107515202354577,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795,199.4177330895795
s1,0,3,92.89363205926,50.91963865641191,103.31125424570105,443.2974947477591,47.454807521922135,115.21799184663189,154.41472134614048,80.54288048828997,88.69173343401746,151.13185150352652,128.57576623995917,71.05958615315254,0.23223408014815,0.12729909664102979,0.25827813561425267,1.1082437368693978,0.11863701880480534,0.28804497961657977,0.3860368033653512,0.2013572012207249,0.22172933358504365,0.3778296287588163,0.32143941559989786,0.17764896538288133,6.052200250752158e-05,5.153584747718395e-05,0.0001366609155866774,0.00011623490367803328,4.8555250255410075e-05,6.400145574802249e-05,4.94673070621172e-05,4.452689309514811e-05,5.3284510328826866e-05,6.152133486688485e-05,6.628937700262191e-05,3.776372685797331e-05,0.23266901687905125,0.12779931508415565,0.2600842790864264,1.1086699784022913,0.11916770194097036,0.2884914999917103,0.38627076595802523,0.20171441117213457,0.22213609440495075,0.37816098239529755,0.3218514179959408,0.1779401248377283,28.829836219935245,15.802866970124292,32.08005870699942,137.47652869415685,14.73531632604789,35.74073002330694,47.88376949548536,24.97525265870263,27.511427907556453,46.87847614110798,39.892242781644825,22.04089185736254,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783,198.58882783882783
s1,0,4,93.63976637939142,47.53880050973949,92.73975765291428,441.75458233634,47.42374690729771,111.92390775770093,151.24869151534037,79.32160125059941,87.43185835904906,144.5452253318616,119.0314608754244,70.06829635305539,0.23409941594847858,0.11884700127434873,0.23184939413228567,1.10438645584085,0.11855936726824427,0.27980976939425234,0.37812172878835093,0.1983040031264985,0.21857964589762263,0.36136306332965396,0.297578652188561,0.17517074088263848,6.468892336955138e-05,5.324414421276565e-05,0.00011109322896148076,0.00012147701051713679,4.8210005091936944e-05,6.37167732057103e-05,4.994405588164792e-05,4.964557815115017e-05,5.7429143619116215e-05,6.206875397262105e-05,6.53645823400417e-05,4.418275952778346e-05,0.23471565587924278,0.11950286916104573,0.2334040029110493,1.1048255386949635,0.11912286896000027,0.28045847753637904,0.3784115120759313,0.19882870306897132,0.21910027780256516,0.3617203664059588,0.2979993530546751,0.17572447204598057,29.048702621294638,14.744407093080294,28.755166194127316,136.98874039935686,14.712987849071052,34.718080415248544,46.89529688445942,24.60058319841439,27.11558366405552,44.82889609208197,36.91770200434481,21.728436062969607,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553,200.21584699453553
s1,0,5,93.55186945907444,50.85092593636933,90.31194688016542,433.81235664104025,49.07913336299466,111.50364876202408,153.97429579743056,82.02169092452056,97.53770561505779,146.28923220219926,117.15977652844717,80.04485670334788,0.23387967364768608,0.1271273148409233,0.22577986720041354,1.0845308916026006,0.12269783340748665,0.27875912190506025,0.38493573949357635,0.20505422731130138,0.24384426403764448,0.3657230805054981,0.2928994413211179,0.20011214175836967,6.963631100336894e-05,5.600946810056936e-05,0.00010062646154329606,0.00010601890609831899,5.196523770552197e-05,6.03280185795101e-05,5.5775446497744865e-05,5.128097314104659e-05,6.937562224103994e-05,6.513373342378885e-05,6.701450182482779e-05,5.4871416575692924e-05,0.23453086849587892,0.12784512723213046,0.22726693164238254,1.0848261403736974,0.12335144160606742,0.2792457802137515,0.3853634230609632,0.20568112267480262,0.24476291382465798,0.36616787094527214,0.29342248130401827,0.2010075478865648,29.02792694609551,15.778294528099329,28.006700113577047,134.54709813672437,15.228943048936117,34.58893520551928,47.74446500949787,25.439901018137803,30.258909462238442,45.37714255607877,36.34824606867618,24.842930944962628,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585,205.25602140945585
s1,0,6,87.81190713296351,46.10150617904882,87.97079928253105,438.340394652983,46.536974926034226,110.6716235617008,150.14972445396324,81.45706823379966,93.2573057831891,145.491205472036,112.47194313838585,74.74587369410958,0.2195297678324088,0.11525376544762204,0.21992699820632763,1.0958509866324573,0.11634243731508556,0.276679058904252,0.37537431113490805,0.2036426705844991,0.23314326445797273,0.36372801368008995,0.28117985784596466,0.18686468423527394,5.7329941593555675e-05,4.859225349896879e-05,9.291085768015322e-05,0.00010155818329721262,4.188059324707799e-05,5.361550108633355e-05,4.178156603381526e-05,4.378940621527015e-05,5.254490562743787e-05,5.839947440387445e-05,5.6031690281308803e-05,3.483856750094862e-05,0.21998613287584323,0.11590921186068653,0.22133271450903563,1.0960993110533719,0.11676027523222106,0.27701655066564057,0.37560251238868664,0.20406209679434126,0.2336212937590287,0.36406381883900013,0.2815080692156388,0.18733365273872435,27.246409278273706,14.309116756953149,27.30163905404472,135.90769718745517,14.43455922545392,34.31505658027959,46.55521496717754,25.268590692629196,28.936163936768168,45.129671777185266,34.89104688805199,23.18957113095245,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0
s1,22,1,468.3844612755114,494.44333003962305,879.4109852927326,240.93498172477376,467.4810473617341,524.4759864060879,657.9554016284486,602.6368948285491,478.2136991538251,391.80286366790114,392.18280145854993,291.93331276489175,1.1709611531887785,1.2361083250990577,2.1985274632318315,0.6023374543119344,1.1687026184043352,1.31118996601522,1.6448885040711216,1.5065922370713727,1.1955342478845628,0.9795071591697528,0.980457003646375,0.7298332819122294,0.0004825597847804605,0.000453949961687394,0.0009338334209499758,7.127970217967124e-05,0.0002162565961429251,0.00030385044581081517,0.0005920446992181438,0.0007839870097824455,0.00042967716009835786,0.00020100240690852967,0.00013746530964908271,0.0001865036685316239,1.1729443890075473,1.2376272538356337,2.202352329618936,0.6024315884773516,1.1691763616826292,1.311867381504274,1.6468072619533536,1.510384439392137,1.196954435999583,0.9799539141930901,0.9808166697048549,0.7302798327045186,144.7381625761275,152.95098129131006,272.3986236757894,74.74625548331805,144.70216869306162,162.303444875094,203.54383527295133,186.5417443587567,148.09767406440403,121.00252845956415,121.18483044547587,90.2821680011592,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
s1,22,2,519.4729796953812,423.8896490754319,781.3899438583429,268.16542860014147,437.2630990424197,536.0368230562942,632.6612613377362,666.379037119752,510.0576168343366,445.0904731175575,461.23066515799707,314.35577727030034,1.298682449238453,1.0597241226885799,1.953474859645857,0.6704135715003535,1.0931577476060494,1.3400920576407356,1.5816531533443403,1.66594759279938,1.2751440420858415,1.112726182793894,1.1530766628949924,0.7858894431757508,0.00039557587640354095,0.00037029813095063784,0.0006301224688956635,0.00014599267060209573,0.0002595941974974189,0.0003289866134938089,0.0005531041017258972,0.0005684945368850705,0.0003794332077193804,0.0002380189512080165,0.0002819746753684599,0.00017522639733804637,1.300274623871486,1.0611961970887236,1.9561420335183264,0.6707015697571737,1.0941484570304125,1.341140310362636,1.5834422946464555,1.6683638955495639,1.276286544722599,1.113233318661777,1.1539508017691473,0.7862494504405254,160.89424884092776,131.52250296061973,242.61290067457665,83.05346728403414,135.64928683970996,166.21884582284363,196.22881731932387,206.6875323283417,158.1876365544262,137.70347959667794,142.7411204906794,97.34051412959843,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
s1,22,3,504.8829779801028,405.16074435154206,648.5454141580209,212.5248349574348,413.6768648115769,470.5845198359649,490.64869438039926,465.70095832149224,377.9498461581407,384.4797041024789,372.09821238439713,240.87673819570762,1.262207444950257,1.0129018608788551,1.6213635353950522,0.5313120873935869,1.0341921620289423,1.1764612995899122,1.226621735950998,1.1642523958037305,0.944874615395352,0.9611992602561972,0.9302455309609929,0.6021918454892691,0.0005058937070082327,0.00041034542886940353,0.0006110684234933381,0.00010518919104080927,0.00032736385412294604,0.00036982856774247786,0.00042847155375468033,0.000500693158267745,0.0003205286555100436,0.00020358345884306285,0.0002670380196519889,0.00018494682638509402,1.2641477128312153,1.0144478009678706,1.62341571527189,0.5314876555803006,1.0352088550861616,1.1775300768642207,1.228011547699941,1.1663550997846885,0.9458882730789216,0.9616043874891647,0.9309933072056008,0.6026933016905334,156.21866022562682,125.45416999196344,201.4112393849974,65.92067647693996,128.17509228873496,145.78276903955822,152.01022455876725,144.40234023203075,117.27028879106871,119.02495666661072,115.11896734995034,74.66429378697796,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
s1,22,4,430.6036141628835,357.1932623954429,535.8412291089568,251.06129843658127,378.52489568491904,400.5675708081559,458.8047329806852,418.3439342021995,340.1470458218235,364.5205555942346,334.07871714268606,214.23871823199005,1.0765090354072089,0.8929831559886072,1.339603072772392,0.6276532460914532,0.9463122392122976,1.00141892702039,1.1470118324517131,1.0458598355054987,0.8503676145545588,0.9113013889855865,0.835196792856715,0.5355967955799751,0.00040312920645279486,0.00040071823661848955,0.0006599658297042901,0.00012965482579670106,0.00030385134412885074,0.0002967459593607999,0.0003463581881926972,0.0005656678690824949,0.00032116028707807883,0.00018605597250276573,0.0001901535925527833,0.00016736074698264877,1.0779556861022228,0.8947152616605317,1.3426718719212145,0.6278890204816943,0.9474813326505058,1.0023408673335952,1.148036112511494,1.0486932301923846,0.8514728318946768,0.9116570656184358,0.8357122579476083,0.5360922483980937,133.34186930120165,110.64778862428048,166.28451986453004,77.81363152550608,117.27614747334076,124.12990155907237,142.19258269387615,129.67857720412633,105.42435486736419,112.75435971000604,103.39054640874902,66.37204339781175,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
