subject,relabeled,re_repetition,Channel 1_IAV,Channel 10_IAV,Channel 11_IAV,Channel 12_IAV,Channel 2_IAV,Channel 3_IAV,Channel 4_IAV,Channel 5_IAV,Channel 6_IAV,Channel 7_IAV,Channel 8_IAV,Channel 9_IAV,Channel 1_MAV,Channel 10_MAV,Channel 11_MAV,Channel 12_MAV,Channel 2_MAV,Channel 3_MAV,Channel 4_MAV,Channel 5_MAV,Channel 6_MAV,Channel 7_MAV,Channel 8_MAV,Channel 9_MAV,Channel 1_MAVS,Channel 10_MAVS,Channel 11_MAVS,Channel 12_MAVS,Channel 2_MAVS,Channel 3_MAVS,Channel 4_MAVS,Channel 5_MAVS,Channel 6_MAVS,Channel 7_MAVS,Channel 8_MAVS,Channel 9_MAVS,Channel 1_RMS,Channel 10_RMS,Channel 11_RMS,Channel 12_RMS,Channel 2_RMS,Channel 3_RMS,Channel 4_RMS,Channel 5_RMS,Channel 6_RMS,Channel 7_RMS,Channel 8_RMS,Channel 9_RMS,Channel 1_SSC,Channel 10_SSC,Channel 11_SSC,Channel 12_SSC,Channel 2_SSC,Channel 3_SSC,Channel 4_SSC,Channel 5_SSC,Channel 6_SSC,Channel 7_SSC,Channel 8_SSC,Channel 9_SSC,Channel 1_mDWT,Channel 10_mDWT,Channel 11_mDWT,Channel 12_mDWT,Channel 2_mDWT,Channel 3_mDWT,Channel 4_mDWT,Channel 5_mDWT,Channel 6_mDWT,Channel 7_mDWT,Channel 8_mDWT,Channel 9_mDWT,Channel 1_window_number,Channel 10_window_number,Channel 11_window_number,Channel 12_window_number,Channel 2_window_number,Channel 3_window_number,Channel 4_window_number,Channel 5_window_number,Channel 6_window_number,Channel 7_window_number,Channel 8_window_number,Channel 9_window_number
s1,0,1,0.014615098949928414,0.0020657745263302843,0.006376798224479119,0.2653456193831285,0.022407576228602937,0.018313301045919925,0.008830365404154494,0.00850645536950824,0.014196810698614476,0.05978761201153114,0.05723627461083657,0.008283761906859637,0.014615098949928414,0.0020657745263302878,0.006376798224479119,0.2653456193831284,0.02240757622860294,0.018313301045919918,0.008830365404154494,0.008506455369508246,0.01419681069861449,0.05978761201153117,0.05723627461083657,0.008283761906859637,0.010562232869631805,0.004688846134607445,0.03680223681827401,0.0826300901298494,0.004110528387504949,0.010658372143497907,0.005328996773941892,0.008404917749377128,0.03304965968742683,0.04118880513607633,0.04061553876166856,0.012720723659155069,0.014514632018128658,0.002021830025707369,0.0065443986868287465,0.2649985168328366,0.02229024530044632,0.018316515436644046,0.008812022391209581,0.00850517999108101,0.014217885418600314,0.05978127859406379,0.057239678033864975,0.00829423032571372,0.7522625143693176,0.6742429706255088,0.6605705925384052,0.729480614484272,0.7188002926115581,0.6690354268993625,0.8519299453504883,0.7776278283681861,0.7091328569016936,0.7452816386247256,0.7479151426481345,0.8589612289685443,0.014602603598280306,0.002034840286836693,0.006432749548307103,0.26540879023606706,0.022407150291847967,0.01831703850838033,0.00879932421594086,0.008486953826594576,0.014150327355507801,0.059645457535821234,0.05731960539925946,0.008276392326977002,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685,0.9188957546448685
s1,0,2,0.022901371086780885,0.011594212585407118,0.012758100449918416,0.25485262853788127,0.028035327588753423,0.025186569617857438,0.013181787042883988,0.011626911226631204,0.01730060045625295,0.0688678116638373,0.06962146718870676,0.007507553399460035,0.02290137108678087,0.011594212585407132,0.012758100449918423,0.25485262853788127,0.028035327588753416,0.02518656961785743,0.013181787042884016,0.01162691122663121,0.01730060045625296,0.0688678116638373,0.06962146718870676,0.007507553399460028,0.017893602946244737,0.013681226945098482,0.048590902769683315,0.07858027883745464,0.009472041917884344,0.016256788686317976,0.015072818080470875,0.015152890767309312,0.042807607543604284,0.049787663313605776,0.04626780485738087,0.01593615861462417,0.022858544655122597,0.011641038171244261,0.013052936245492093,0.25455948701765896,0.02797537271530877,0.02525267349646214,0.013213157616953866,0.01166336055924104,0.017347408490815203,0.0689313960901565,0.06965705072193154,0.007537727518882091,0.6960825280752154,0.5960810567242578,0.696526508226691,0.7798903107861059,0.7272394881170018,0.7067119352311307,0.7945612431444242,0.7983042299691105,0.7232456757136829,0.7502742230347348,0.7371115173674588,0.8787934186471664,0.022942766562230724,0.011615513263199172,0.012832618303122413,0.25498256399852753,0.028059393515781662,0.02521191605222839,0.013185210810068376,0.011624312137185594,0.017243086144962207,0.06876731247104984,0.06973081330153558,0.0074916453715008074,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522,0.6545401850842522
s1,0,3,0.013156526585302884,0.002515726339553992,0.013399455419247759,0.2591781299676531,0.02024318282981057,0.02343383002595127,0.0072910809541607,0.007919909206392427,0.009189063527521246,0.05776248041325642,0.059631651113085764,0.0037726426613567607,0.013156526585302884,0.002515726339553992,0.013399455419247759,0.2591781299676531,0.020243182829810573,0.023433830025951265,0.007291080954160714,0.007919909206392434,0.00918906352752126,0.05776248041325645,0.05963165111308578,0.0037726426613567607,0.00883593687529885,0.001692850919819194,0.055928357303259624,0.0751370628832371,0.00193955999852005,0.010169771297926289,0.004631448945982143,0.008401382697737353,0.03012668019264745,0.037283611663481556,0.03574657771247479,0.011314848636386243,0.013084938749415874,0.0024556964998533673,0.013695977305965092,0.2588816366287344,0.020139290841392134,0.02344248441345574,0.007281302098466544,0.007924544602884179,0.009229055683975987,0.05778223130201632,0.05963793897838884,0.003788780260013759,0.7559262166405024,0.6705618325336635,0.7197802197802198,0.7681318681318681,0.737912087912088,0.6993720565149136,0.8319664404223228,0.8122158014399394,0.7781065088757395,0.7846153846153846,0.7648351648351648,0.8525641025641026,0.013199870778031822,0.0024964364737146624,0.013488415854836663,0.25929743938063704,0.020264863607109194,0.023416521086573022,0.007280434102650779,0.007917020658731268,0.009185955761721432,0.057663073870325876,0.059740346344964675,0.0037747889738451376,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659,0.6517779508006659
s1,0,4,0.013660099933322213,0.0007171211060679472,0.0075016940088464615,0.2580998314635031,0.020670619933596705,0.021052308722406113,0.005333235449028348,0.00754025546891611,0.008610773011859633,0.05185694803850936,0.051278958633545056,0.003429586877990956,0.013660099933322213,0.0007171211060679472,0.0075016940088464615,0.2580998314635031,0.0206706199335967,0.021052308722406106,0.005333235449028362,0.007540255468916117,0.008610773011859647,0.05185694803850939,0.05127895863354507,0.003429586877990963,0.010644444855318694,0.002667184373903635,0.038894244672157546,0.07936693833826478,0.003831362463022679,0.00848058428663791,0.005913120420388319,0.015193854260719893,0.03952943887950203,0.040119984257660064,0.037484632382050756,0.017653136512485734,0.013626938889804839,0.000671242196846944,0.007680877457597372,0.2578015208281984,0.020588816462834655,0.021073750657178633,0.005331891150387888,0.007619464262939461,0.008714683846202366,0.051923378045690305,0.051338330536104086,0.0035240226377573763,0.8011709601873537,0.7457861925652275,0.7021857923497268,0.7999999999999998,0.7493624772313296,0.6783762685402029,0.7990463945140898,0.8149378179762579,0.7465321563682219,0.7540983606557377,0.7377049180327868,0.8444444444444444,0.013684560579214716,0.0006960419922262748,0.0075294354464138374,0.2582018051594333,0.020688860189443888,0.021062203401469262,0.005317494406165149,0.007533587271893738,0.008592684619377483,0.051769670717746824,0.0513774861604983,0.0034243564515556366,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549,0.6571998106427549
s1,0,5,0.013834987713914011,0.0026565589536562823,0.006381722860227486,0.2532442345079968,0.02143382095186596,0.02082032513526065,0.007191694627553105,0.00896764212896791,0.014937143769789663,0.05346916214189994,0.049908815449800296,0.008793093640373895,0.013834987713913997,0.0026565589536562857,0.006381722860227493,0.2532442345079968,0.021433820951865964,0.020820325135260644,0.007191694627553119,0.008967642128967918,0.01493714376978967,0.05346916214189994,0.04990881544980027,0.008793093640373895,0.014279007039277591,0.006654426306576788,0.035766746080676905,0.06800175564031433,0.006570189522839083,0.009117759284533674,0.008370762484402904,0.013259133234167025,0.04623268062858027,0.04187705813995996,0.03941409934587178,0.0230512904685738,0.013854609656863005,0.002683956063024885,0.006621553270214617,0.2529218145617177,0.02143171769350572,0.020867107738378632,0.007227023186516496,0.009045899738875839,0.015105778450029632,0.05355112932696077,0.05000564614075383,0.008946269023486372,0.7360902255639097,0.7208101418502092,0.687778768956289,0.7932203389830508,0.727921498661909,0.7065120428189117,0.8029661016949152,0.8185271770894214,0.81699032457284,0.7418376449598572,0.7482604817127564,0.9118644067796611,0.013905079589508693,0.002687314147193306,0.006442774926340308,0.25338800398097033,0.02150241451564493,0.020847240102900427,0.007200488454502621,0.008988095410804212,0.014943902446516555,0.053412912727255624,0.05005483869659797,0.008815182623875713,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293,0.6739956296480293
s1,0,6,0.009863311682266618,0.0,0.005611574414527094,0.2560499552673615,0.019958796140841388,0.020214331170763697,0.004561665160788292,0.008568166058924152,0.01214894716982378,0.0527863422456689,0.04552352440154627,0.005945439874921833,0.009863311682266611,0.0,0.005611574414527101,0.2560499552673615,0.01995879614084139,0.020214331170763704,0.004561665160788306,0.00856816605892416,0.012148947169823801,0.0527863422456689,0.045523524401546285,0.00594543987492184,0.007099064889766669,0.0029122061777129265,0.03591209272864553,0.06608705061642967,0.0019031576921135773,0.00684874732216896,0.0030912361314717023,0.008792318050682025,0.032284995062372486,0.034655527484434165,0.028330145918135513,0.012652978202755577,0.009792825701352835,0.0,0.005836864671593001,0.25571287761952166,0.019880081524582413,0.020232729604273206,0.00456226696736961,0.00858410850044878,0.012206960572011122,0.05281865525628757,0.04551411867451594,0.006012185430607567,0.7831660231660232,0.6848115721355158,0.6891891891891893,0.8075675675675675,0.8025225225225225,0.7191763191763192,0.8279146793852676,0.89997670083877,0.774220374220374,0.7816216216216215,0.7783783783783783,0.8661261261261262,0.009889487281567931,0.0,0.005672489478863348,0.256111472752997,0.019982900825575703,0.020220274917245554,0.00455026505420128,0.008558935907132283,0.012122334553559641,0.0526920627099392,0.045621410366532715,0.005948399386931216,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465,0.6631453015108465
s1,2,1,0.19825785486250064,0.18558280285826884,0.0035658073655771977,0.24449217982021507,0.28344405138342527,0.16635024676408128,0.11493806801453514,0.16896368772108347,0.16960104774713056,0.2668129645214573,0.2854050579124417,0.05348821552248631,0.1982578548625006,0.18558280285826886,0.0035658073655772046,0.24449217982021507,0.2834440513834252,0.16635024676408125,0.11493806801453517,0.1689636877210835,0.16960104774713067,0.26681296452145736,0.28540505791244175,0.0534882155224863,0.0551205188839325,0.11365905006875157,0.0037516262947764134,0.05730656610485238,0.18451600101209906,0.07774717147276239,0.0638894839613868,0.12954782131991616,0.23786269904437707,0.12278778597098226,0.08128950678595465,0.053219473213201966,0.19748774018673446,0.1854526391023067,0.003556991234653313,0.24411878675563983,0.28304479784880726,0.1663179191830954,0.11486515450199135,0.16876737057655292,0.16970884710815248,0.2665980866207515,0.28484751710504447,0.053438825419288585,0.4792857142857143,0.04929577464788734,0.15000000000000002,0.36,0.34,0.15714285714285714,0.07683823529411765,0.05732758620689657,0.05384615384615385,0.18,0.5399999999999999,0.19000000000000003,0.19792615465220975,0.1858949365143004,0.0035619246358917986,0.2442650515968735,0.28320480751127425,0.16636644724440008,0.11476505531569897,0.1687207613083304,0.16896145950419728,0.2659967085334716,0.2849810500046714,0.053257065805079475,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112,0.02166052492372112
s1,2,2,0.21146154454064567,0.2809488206800461,0.0034375984195607057,0.27106834452721185,0.3618198046145454,0.2209954883140886,0.12314398172249226,0.24277885711884994,0.28149867393680117,0.31281057372272447,0.2778423987250299,0.11329190758494886,0.21146154454064567,0.2809488206800462,0.0034375984195607057,0.27106834452721185,0.3618198046145454,0.22099548831408855,0.12314398172249226,0.24277885711884994,0.2814986739368013,0.31281057372272447,0.27784239872502997,0.11329190758494886,0.05770139672434086,0.1999171734303216,0.0021674734247300763,0.07214995846737937,0.22909536884435808,0.12105229358338909,0.0718695139977451,0.17243224673395272,0.36755859464708074,0.18915461401898834,0.07504783145817652,0.1643549403357543,0.21061330626218971,0.28083916651632457,0.003428418625536743,0.2706601558597063,0.36107272412777186,0.22100239211730077,0.12305258385246824,0.24237937671760956,0.28164116926210575,0.31259890702679216,0.2772562881294671,0.1133770545794815,0.06616541353383457,0.0593031875463306,0.47368421052631576,0.5684210526315788,0.1789473684210526,0.16541353383458646,0.08823529411764705,0.06896551724137931,0.06477732793522264,0.1894736842105263,0.1894736842105263,0.2,0.21119817169535804,0.2813162167118733,0.0034285223979471993,0.2709992395615773,0.36138118072972164,0.2209892738301864,0.12295560995776106,0.2423985256692999,0.2804370974621504,0.31188629510232524,0.27760544588609976,0.11287541866093126,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493,0.019994330698819493
s1,2,3,0.21974400385704426,0.35345117224537137,0.0036594375561115403,0.2689137852051394,0.38877132632338707,0.23171606536030204,0.12213954693438482,0.22446820476085017,0.3211079465825678,0.35667326784492853,0.2685959200790377,0.1488901558899096,0.2197440038570442,0.3534511722453715,0.003659437556111547,0.2689137852051394,0.38877132632338707,0.23171606536030198,0.12213954693438485,0.2244682047608501,0.32110794658256797,0.3566732678449286,0.26859592007903776,0.1488901558899096,0.08384278147047158,0.25873453789592826,0.0012142227221624078,0.07162725656385957,0.22534957341081507,0.1450879073599869,0.08671961707389791,0.15807934388706923,0.43564510686923485,0.2805873449136121,0.09499516225509148,0.20308227652203673,0.2189335929655139,0.3534991351681459,0.00364932898803641,0.2685120371870972,0.3880115737857571,0.23183186002552192,0.12207878199584858,0.22415337846514377,0.3214104916191016,0.3565696902758298,0.26806795272360284,0.14898878219187084,0.07857142857142857,0.0704225352112676,0.5,0.7999999999999998,0.18888888888888888,0.1746031746031746,0.10089869281045752,0.08189655172413793,0.0769230769230769,0.19999999999999996,0.19999999999999996,0.2111111111111111,0.2197092422995674,0.3539794996984911,0.003673450747024215,0.2688112691375373,0.38829764750500445,0.2319036514750476,0.12196245882672377,0.22420305895403467,0.31993798513793614,0.3558729561755789,0.2686785653643809,0.14830562514096285,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787,0.01832813647391787
s1,2,4,0.22444500326386926,0.35470544385554525,0.001959968963711943,0.288820059906605,0.47049080905064705,0.2748164698661423,0.1421075975420572,0.24896014459672583,0.3566022651637947,0.40888678290467695,0.29366109854442685,0.17655321606322075,0.2244450032638692,0.3547054438555454,0.001959968963711943,0.288820059906605,0.4704908090506471,0.27481646986614217,0.1421075975420572,0.24896014459672583,0.3566022651637947,0.40888678290467706,0.2936610985444269,0.17655321606322066,0.09073333980143347,0.23479943795985508,0.0028435071409179903,0.03299680636499283,0.27247638950717434,0.1535630344134416,0.0767963277657909,0.15476064668602252,0.41088708175852684,0.25855671288575416,0.09965423561257589,0.21426228355807403,0.22363789862659794,0.3547125891464149,0.0019547914251616533,0.2883649637191805,0.46971835973824955,0.274930142477439,0.14201400892471883,0.2486351385121227,0.3567993916183123,0.4086722259204243,0.2930887401437459,0.176650906347572,0.09243697478991597,0.08285004142502073,0.5294117647058824,0.6352941176470588,0.19999999999999998,0.18487394957983191,0.11505190311418684,0.09634888438133876,0.09049773755656107,0.2117647058823529,0.2117647058823529,0.2235294117647059,0.22412753471364172,0.3549411747228532,0.001964936256160843,0.28874923630073207,0.46964326605118323,0.2747937629494755,0.14179060786422254,0.24873247250088945,0.35492190641051546,0.40745933322778194,0.29354220953021926,0.1757954804164688,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244,0.016661942249016244
